3 FAULTF3;Fault Detection Flag 3
;Set by hardware when fault control is enabled; the corresponding fault input is enabled and a fault condition is detected at the fault input.
2 FAULTF2;Fault Detection Flag 2
;Set by hardware when fault control is enabled; the corresponding fault input is enabled and a fault condition is detected at the fault input.
1 FAULTF1;Fault Detection Flag 1
;Set by hardware when fault control is enabled; the corresponding fault input is enabled and a fault condition is detected at the fault input.
0 FAULTF0;Fault Detection Flag 0
;Set by hardware when fault control is enabled; the corresponding fault input is enabled and a fault condition is detected at the fault input.

FTMx_FILTER field descriptions;
15-12 CH3FVAL;Channel 3 Input Filter
;Selects the filter value for the channel input. The filter is disabled when the value is zero.
11-8 CH2FVAL;Channel 2 Input Filter
;Selects the filter value for the channel input. The filter is disabled when the value is zero.
7-4 CH1FVAL;Channel 1 Input Filter
;Selects the filter value for the channel input. The filter is disabled when the value is zero.
3-0 CH0FVAL;Channel 0 Input Filter
;Selects the filter value for the channel input. The filter is disabled when the value is zero.

FTMx_FLTCTRL field descriptions;
11-8 FFVAL;Fault Input Filter
;Selects the filter value for the fault inputs.
;The fault filter is disabled when the value is zero.
7 FFLTR3EN;Fault Input 3 Filter Enable
;Enables the filter for the fault input.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
6 FFLTR2EN;Fault Input 2 Filter Enable
;Enables the filter for the fault input.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
5 FFLTR1EN;Fault Input 1 Filter Enable
;Enables the filter for the fault input.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
4 FFLTR0EN;Fault Input 0 Filter Enable
;Enables the filter for the fault input.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
3 FAULT3EN;Fault Input 3 Enable
;Enables the fault input.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
2 FAULT2EN;Fault Input 2 Enable
;Enables the fault input.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
1 FAULT1EN;Fault Input 1 Enable
;Enables the fault input.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
0 FAULT0EN;Fault Input 0 Enable
;Enables the fault input.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.

FTMx_QDCTRL field descriptions;
7 PHAFLTREN;Phase A Input Filter Enable
;Enables the filter for the quadrature decoder phase A input. The filter value for the phase A input is defined by the CH0FVAL field of FILTER. The phase A filter is also disabled when CH0FVAL is zero.
6 PHBFLTREN;Phase B Input Filter Enable
;Enables the filter for the quadrature decoder phase B input. The filter value for the phase B input is defined by the CH1FVAL field of FILTER. The phase B filter is also disabled when CH1FVAL is zero.
5 PHAPOL;Phase A Input Polarity
;Selects the polarity for the quadrature decoder phase A input.
4 PHBPOL;Phase B Input Polarity
;Selects the polarity for the quadrature decoder phase B input.
3 QUADMODE;Quadrature Decoder Mode
;Selects the encoding mode used in the Quadrature Decoder mode.
2 QUADIR;FTM Counter Direction In Quadrature Decoder Mode 
;Indicates the counting direction
1 TOFDIR;Timer Overflow Direction In Quadrature Decoder Mode
;Indicates if the TOF bit was set on the top or the bottom of counting.
0 QUADEN;Quadrature Decoder Mode Enable
;Enables the Quadrature Decoder mode. In this mode; the phase A and B input signals control the FTM
;counter direction. The Quadrature Decoder mode has precedence over the other modes. See Table 40-7. This field is write protected. It can be written only when MODE[WPDIS] = 1.

FTMx_CONF field descriptions;
10 GTBEOUT;Global Time Base Output
;Enables the global time base signal generation to other FTMs.
9 GTBEEN;Global Time Base Enable 
7-6 BDMMODE;BDM Mode
4-0 NUMTOF;TOF Frequency
;Selects the ratio between the number of counter overflows to the number of times the TOF bit is set. 

FTMx_FLTPOL field descriptions;
3 FLT3POL;Fault Input 3 Polarity
;Defines the polarity of the fault input.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
2 FLT2POL;Fault Input 2 Polarity
;Defines the polarity of the fault input.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
1 FLT1POL;Fault Input 1 Polarity
;Defines the polarity of the fault input.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.
0 FLT0POL;Fault Input 0 Polarity
;Defines the polarity of the fault input.
;This field is write protected. It can be written only when MODE[WPDIS] = 1.

FTMx_SYNCONF field descriptions;
20 HWSOC;Software output control synchronization is activated by a hardware trigger.
19 HWINVC;Inverting control synchronization is activated by a hardware trigger.
18 HWOM;Output mask synchronization is activated by a hardware trigger.
17 HWWRBUF;MOD, CNTIN, and CV registers synchronization is activated by a hardware trigger.
16 HWRSTCNT;FTM counter synchronization is activated by a hardware trigger.
12 SWSOC;Software output control synchronization is activated by the software trigger.
11 SWINVC;Inverting control synchronization is activated by the software trigger.
10 SWOM;Output mask synchronization is activated by the software trigger.
9 SWWRBUF;MOD, CNTIN, and CV registers synchronization is activated by the software trigger.
8 SWRSTCNT;FTM counter synchronization is activated by the software trigger.
7 SYNCMODE;Synchronization Mode
;Selects the PWM Synchronization mode.
5 SWOC;SWOCTRL Register Synchronization
4 INVC;INVCTRL Register Synchronization
2 CNTINC;CNTIN Register Synchronization
0 HWTRIGMODE;Hardware Trigger Mode 

FTMx_INVCTRL field descriptions;
3 INV3EN;Pair Channels 3 Inverting Enable
2 INV2EN;Pair Channels 2 Inverting Enable
1 INV1EN;Pair Channels 1 Inverting Enable
0 INV0EN;Pair Channels 0 Inverting Enable

FTMx_SWOCTRL field descriptions;
15 CH7OCV;Channel 7 Software Output Control Value
14 CH6OCV;Channel 6 Software Output Control Value 
13 CH5OCV;Channel 5 Software Output Control Value
12 CH4OCV;Channel 4 Software Output Control Value
11 CH3OCV;Channel 3 Software Output Control Value
10 CH2OCV;Channel 2 Software Output Control Value
9 CH1OCV;Channel 1 Software Output Control Value
8 CH0OCV;Channel 0 Software Output Control Value
7 CH7OC;Channel 7 Software Output Control Enable
6 CH6OC;Channel 6 Software Output Control Enable
5 CH5OC;Channel 5 Software Output Control Enable
4 CH4OC;Channel 4 Software Output Control Enable
3 CH3OC;Channel 3 Software Output Control Enable
2 CH2OC;Channel 2 Software Output Control Enable 
1 CH1OC;Channel 1 Software Output Control Enable
0 CH0OC;Channel 0 Software Output Control Enable

FTMx_PWMLOAD field descriptions;
7 CH7SEL;Channel 7 Select
6 CH6SEL;Channel 6 Select
5 CH5SEL;Channel 5 Select
4 CH4SEL;Channel 4 Select
3 CH3SEL;Channel 3 Select
2 CH2SEL;Channel 2 Select
1 CH1SEL;Channel 1 Select
0 CH0SEL;Channel 0 Select


====
Timer Overflow Interrupt;TOIE;TOF;-
Channel (n) Interrupt;CHnIE;CHnF;-
Fault Interrupt;FAULTIE;FAULTF;-
====
